Model,Train R²,Val R²,Test R²,Val RMSE,Test RMSE
linear_regression,0.7308145998356366,0.6995367151924927,0.8083299109292394,46.39189563412084,30.222793208194066
random_forest,0.9779670325687347,0.8793800472011443,0.9919934784525515,29.39381729630222,6.177025094118071
xgboost,0.9998959971463691,0.8153352462247357,0.9829799785202558,36.36959115037356,9.006114812926278
